timestamp,Open,High,Low,Close,Volume,Adj Close,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,RSI,volatility,BB_middle,BB_upper,BB_lower,rsi,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,volume_sma
2025-06-17 20:00:00,2528.36,2534.36,2492.07,2509.95,73740.9652,2509.95,,,2509.95,2509.95,0.0,0.0,,,,,,,,,2509.95,2509.95,0.0,0.0,0.0,,,,
2025-06-18 00:00:00,2509.95,2536.82,2504.55,2527.95,53251.4578,2527.95,,,2519.7,2519.296153846154,0.4038461538457341,0.22435897435874114,,,,,,,,,2519.7,2519.296153846154,0.4038461538457341,0.22435897435874114,0.17948717948699294,,,,
2025-06-18 04:00:00,2527.96,2546.91,2517.82,2533.55,43397.4947,2533.55,,,2525.1056581986145,2524.417422375555,0.6882358230595855,0.4144724369410544,,,,,,,,,2525.1056581986145,2524.417422375555,0.6882358230595855,0.4144724369410544,0.2737633861185311,,,,
2025-06-18 08:00:00,2533.54,2548.42,2488.27,2513.86,74243.8829,2513.86,,,2521.555843390805,2521.4660284342694,0.08981495653551974,0.3044936156654668,,,,,,,,,2521.555843390805,2521.4660284342694,0.08981495653551974,0.3044936156654668,-0.21467865912994705,,,,
2025-06-18 12:00:00,2513.86,2538.7,2465.78,2508.96,143304.8759,2508.96,,,2518.1335977587737,2518.5658288580107,-0.43223109923701486,0.08533466906192042,,,,,,,,,2518.1335977587737,2518.5658288580107,-0.43223109923701486,0.08533466906192042,-0.5175657682989353,,,,
2025-06-18 16:00:00,2508.96,2519.37,2467.12,2492.42,125864.4019,2492.42,,,2511.8838407160406,2513.329027869401,-1.4451871533606209,-0.3295218401817643,,,,,,,,,2511.8838407160406,2513.329027869401,-1.4451871533606209,-0.3295218401817643,-1.1156653131788565,,,,
2025-06-18 20:00:00,2492.42,2537.48,2482.7,2525.0,64470.0686,2525.0,,,2514.8106657703165,2515.4046497621125,-0.5939839917959944,-0.3964501555471186,,,,,,,,,2514.8106657703165,2515.4046497621125,-0.5939839917959944,-0.3964501555471186,-0.19753383624887577,,,,
2025-06-19 00:00:00,2525.0,2546.91,2506.2,2525.43,50666.9692,2525.43,,,2517.026757147126,2517.0199820968305,0.0067750502953458636,-0.29954755593149784,,,,,,,,,2517.026757147126,2517.0199820968305,0.0067750502953458636,-0.29954755593149784,0.3063226062268437,,,,
2025-06-19 04:00:00,2525.44,2531.23,2514.44,2518.99,25325.6687,2518.99,,,2517.4151564610765,2517.3119819977587,0.10317446331782776,-0.20651677157066364,,,,,,,,,2517.4151564610765,2517.3119819977587,0.10317446331782776,-0.20651677157066364,0.3096912348884914,,,,
2025-06-19 08:00:00,2518.99,2544.81,2518.99,2531.83,42387.306,2531.83,,,2520.1467637094543,2519.3153271827296,0.8314365267247013,0.026045020353774793,,,,,,,,,2520.1467637094543,2519.3153271827296,0.8314365267247013,0.026045020353774793,0.8053915063709265,,,,
2025-06-19 12:00:00,2531.82,2536.83,2490.0,2492.97,55400.4016,2492.97,,,2515.1740712286805,2515.8983299009183,-0.7242586722377382,-0.13811714039791154,,,,,,,,,2515.1740712286805,2515.8983299009183,-0.7242586722377382,-0.13811714039791154,-0.5861415318398266,,,,
