timestamp,price,regime,regime_confidence,strategy,strategy_confidence,signal,causal_sentiment,position,portfolio_value
2025-10-07 08:00:00,124453.38,Tendencia Alcista,0.0,mean_reversion,0.70090634,0.0,0.2,long,489.81871972
2025-10-07 12:00:00,121846.01,Alta Volatilidad/Pánico,0.0,momentum,0.6239342,1.0,0.2,long,487.21134972
2025-10-07 16:00:00,121637.17,Tendencia Alcista,0.0,mean_reversion,0.48819852,0.0,0.2,long,487.00250972000003
2025-10-07 20:00:00,121332.95,Alta Volatilidad/Pánico,0.0,momentum,0.68283623,1.0,0.2,long,486.69828972
2025-10-08 00:00:00,121374.75,Tendencia Bajista,0.0,momentum,0.721397,1.0,0.2,long,486.74008972
2025-10-08 04:00:00,121597.06,Alta Volatilidad/Pánico,0.0,momentum,0.63754654,1.0,0.2,long,486.96239972
2025-10-08 08:00:00,122884.14,Lateral/Consolidación,0.0,mean_reversion,0.5674575,0.0,0.2,long,488.24947972
2025-10-08 12:00:00,122189.72,Tendencia Alcista,0.0,momentum,0.55575395,1.0,0.2,long,487.55505972000003
2025-10-08 16:00:00,123450.0,Tendencia Alcista,0.0,momentum,0.8178738,1.0,0.2,long,488.81533972
2025-10-08 20:00:00,123306.0,Alta Volatilidad/Pánico,0.0,mean_reversion,0.58543956,0.0,0.2,long,488.67133972
2025-10-09 00:00:00,122038.01,Tendencia Alcista,0.0,momentum,0.71599174,1.0,0.2,long,487.40334972
2025-10-09 04:00:00,121906.1,Tendencia Bajista,0.0,mean_reversion,0.53800553,0.0,0.2,long,487.27143972
