2025-10-21 22:37:29,546 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:37:59,549 | INFO | 
🔍 CICLO 23 - 22:37:59
2025-10-21 22:37:59,549 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:38:18,417 | INFO | 🎯 SEÑAL DETECTADA: AVAXUSDT
2025-10-21 22:38:18,419 | INFO |    📈 Tipo: SELL
2025-10-21 22:38:18,420 | INFO |    💪 Confianza: 95.0%
2025-10-21 22:38:18,420 | INFO |    ⚠️ Riesgo: LOW
2025-10-21 22:38:18,420 | INFO |    💡 Razón: Rompimiento bajista: $19.37 < $19.38 (-2.8%)
2025-10-21 22:38:18,434 | INFO | ⚠️ AVAXUSDT: Ya hay posición activa
2025-10-21 22:38:18,438 | INFO | ⏭️ Señal AVAXUSDT no cumple criterios de ejecución
2025-10-21 22:38:23,677 | INFO | 📊 Resumen ciclo 23:
2025-10-21 22:38:23,677 | INFO |    🎯 Señales detectadas: 1
2025-10-21 22:38:23,681 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:38:23,681 | INFO |    💼 Posiciones:
2025-10-21 22:38:23,681 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:38:23,681 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:38:23,681 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:38:53,682 | INFO | 
🔍 CICLO 24 - 22:38:53
2025-10-21 22:38:53,682 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:39:08,089 | INFO | 🎯 SEÑAL DETECTADA: AVAXUSDT
2025-10-21 22:39:08,089 | INFO |    📈 Tipo: SELL
2025-10-21 22:39:08,089 | INFO |    💪 Confianza: 95.0%
2025-10-21 22:39:08,089 | INFO |    ⚠️ Riesgo: LOW
2025-10-21 22:39:08,089 | INFO |    💡 Razón: Rompimiento bajista: $19.36 < $19.38 (-2.9%)
2025-10-21 22:39:08,101 | INFO | ⚠️ AVAXUSDT: Ya hay posición activa
2025-10-21 22:39:08,104 | INFO | ⏭️ Señal AVAXUSDT no cumple criterios de ejecución
2025-10-21 22:39:12,728 | INFO | 📊 Resumen ciclo 24:
2025-10-21 22:39:12,728 | INFO |    🎯 Señales detectadas: 1
2025-10-21 22:39:12,728 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:39:12,728 | INFO |    💼 Posiciones:
2025-10-21 22:39:12,728 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:39:12,728 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:39:12,728 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:39:42,730 | INFO | 
🔍 CICLO 25 - 22:39:42
2025-10-21 22:39:42,730 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:39:56,419 | INFO | 🎯 SEÑAL DETECTADA: AVAXUSDT
2025-10-21 22:39:56,419 | INFO |    📈 Tipo: SELL
2025-10-21 22:39:56,419 | INFO |    💪 Confianza: 95.0%
2025-10-21 22:39:56,419 | INFO |    ⚠️ Riesgo: LOW
2025-10-21 22:39:56,419 | INFO |    💡 Razón: Rompimiento bajista: $19.37 < $19.38 (-2.8%)
2025-10-21 22:39:56,432 | INFO | ⚠️ AVAXUSDT: Ya hay posición activa
2025-10-21 22:39:56,432 | INFO | ⏭️ Señal AVAXUSDT no cumple criterios de ejecución
2025-10-21 22:40:02,684 | INFO | 📊 Resumen ciclo 25:
2025-10-21 22:40:02,684 | INFO |    🎯 Señales detectadas: 1
2025-10-21 22:40:02,684 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:40:02,684 | INFO |    💼 Posiciones:
2025-10-21 22:40:02,684 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:40:02,691 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:40:02,691 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:40:32,692 | INFO | 
🔍 CICLO 26 - 22:40:32
2025-10-21 22:40:32,693 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:40:55,419 | INFO | 🎯 SEÑAL DETECTADA: AVAXUSDT
2025-10-21 22:40:55,420 | INFO |    📈 Tipo: SELL
2025-10-21 22:40:55,420 | INFO |    💪 Confianza: 95.0%
2025-10-21 22:40:55,420 | INFO |    ⚠️ Riesgo: LOW
2025-10-21 22:40:55,420 | INFO |    💡 Razón: Rompimiento bajista: $19.36 < $19.38 (-2.9%)
2025-10-21 22:40:55,435 | INFO | ⚠️ AVAXUSDT: Ya hay posición activa
2025-10-21 22:40:55,436 | INFO | ⏭️ Señal AVAXUSDT no cumple criterios de ejecución
2025-10-21 22:41:01,088 | INFO | 📊 Resumen ciclo 26:
2025-10-21 22:41:01,088 | INFO |    🎯 Señales detectadas: 1
2025-10-21 22:41:01,088 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:41:01,088 | INFO |    💼 Posiciones:
2025-10-21 22:41:01,088 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:41:01,088 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:41:01,090 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:41:31,091 | INFO | 
🔍 CICLO 27 - 22:41:31
2025-10-21 22:41:31,091 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:41:52,615 | INFO | 🎯 SEÑAL DETECTADA: AVAXUSDT
2025-10-21 22:41:52,615 | INFO |    📈 Tipo: SELL
2025-10-21 22:41:52,615 | INFO |    💪 Confianza: 95.0%
2025-10-21 22:41:52,617 | INFO |    ⚠️ Riesgo: LOW
2025-10-21 22:41:52,617 | INFO |    💡 Razón: Rompimiento bajista: $19.37 < $19.38 (-2.8%)
2025-10-21 22:41:52,628 | INFO | ⚠️ AVAXUSDT: Ya hay posición activa
2025-10-21 22:41:52,628 | INFO | ⏭️ Señal AVAXUSDT no cumple criterios de ejecución
2025-10-21 22:41:57,967 | INFO | 📊 Resumen ciclo 27:
2025-10-21 22:41:57,967 | INFO |    🎯 Señales detectadas: 1
2025-10-21 22:41:57,967 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:41:57,967 | INFO |    💼 Posiciones:
2025-10-21 22:41:57,967 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:41:57,967 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:41:57,982 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:42:27,984 | INFO | 
🔍 CICLO 28 - 22:42:27
2025-10-21 22:42:27,984 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:42:55,080 | INFO | 📊 Resumen ciclo 28:
2025-10-21 22:42:55,080 | INFO |    🎯 Señales detectadas: 0
2025-10-21 22:42:55,083 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:42:55,083 | INFO |    💼 Posiciones:
2025-10-21 22:42:55,083 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:42:55,085 | INFO |       AVAXUSDT: SELL @ $19.36
2025-10-21 22:42:55,085 | INFO | ⏳ Esperando 30 segundos para el próximo ciclo...

2025-10-21 22:43:25,086 | INFO | 
🔍 CICLO 29 - 22:43:25
2025-10-21 22:43:25,086 | INFO | 📊 Monitoreando 2 posiciones activas...
2025-10-21 22:43:53,677 | INFO | 📊 Resumen ciclo 29:
2025-10-21 22:43:53,678 | INFO |    🎯 Señales detectadas: 0
2025-10-21 22:43:53,678 | INFO |    📈 Posiciones activas: 2
2025-10-21 22:43:53,678 | INFO |    💼 Posiciones:
2025-10-21 22:43:53,678 | INFO |       ADAUSDT: SELL @ $0.64
2025-10-21 22:43:53,678 | INFO |       AVAXUSDT: SELL @ $19.36
