operation_id,timestamp,symbol,side,price,quantity,status,mode,decision,escudo
23edc4a8-1ce5-40b7-9fa8-c3dae8934326,2025-08-07 04:39:37,BTCUSDT,MERCADO LATERAL O INDEFINIDO,114913.88,0.0,OPEN,SIMULATED,Mercado lateral o indefinido,ninguno
3f586d4a-19b6-4d40-81b7-11cccc32ed41,2025-08-07 04:43:04,BTCUSDT,MERCADO LATERAL O INDEFINIDO,114979.04,0.0,OPEN,SIMULATED,Mercado lateral o indefinido,ninguno
fb34287e-aa30-472c-b97a-a10b5c3eb88d,2025-08-07 04:52:20,BTCUSDT,MERCADO LATERAL O INDEFINIDO,115043.32,0.0,OPEN,SIMULATED,Mercado lateral o indefinido,ninguno
f1112096-83b8-4155-8022-e8c0d7d654a7,2025-08-07 04:52:44,BTCUSDT,MERCADO LATERAL O INDEFINIDO,115043.31,0.0,OPEN,SIMULATED,Mercado lateral o indefinido,ninguno
0ccfe951-f303-4f91-af1e-4aeec1022f9e,2025-08-07 13:39:12,BTCUSDT,BUY,116326.72,0.0,EXECUTED,SIMULATED,Tendencia alcista fuerte - posible compra,,False,2.743083807587163
6b73d9fd-9ee5-435a-b0e6-b5027fb14507,2025-08-07 17:19:13,BTCUSDT,BUY,117340.42,0.0,EXECUTED,SIMULATED,Tendencia alcista fuerte - posible compra,,False,2.3980670946497105
f0978286-23de-4fb0-a246-3a3f4afcd6a9,2025-08-07 17:43:03,BTCUSDT,BUY,117406.0,0.0,EXECUTED,SIMULATED,Tendencia alcista fuerte - posible compra,,False,2.942282946540656
